PV Cell Characteristics


Date and Time: 2019-11-18 22:10:19


Model:            g191109-3
Serial Number:    
Operator Name:    
Cell Area(m2):    0.000012

Voc(V):           0.502000
Isc(A):           0.000825
Vm(V):            0.244000
Im(A):            0.000405
Pmax(W):          0.000099
Efficiency(%):    0.824111
Fill Factor(%):   23.872594
Jsc(A/m2):        68.767367
Rs(ohm):          650.252558
Rsh(ohm):         567.977432
Light Intensity(W/m2):    1000.000000
Cell Temperature deg.(C): 25.000000



Raw data:
I(A)      	V(V)      	P(W)
6.169544E-004	1.180000E-001	7.280062E-005
6.067763E-004	1.240000E-001	7.524026E-005
5.964185E-004	1.300000E-001	7.753441E-005
5.862975E-004	1.360000E-001	7.973646E-005
5.760507E-004	1.420000E-001	8.179920E-005
5.659519E-004	1.480000E-001	8.376088E-005
5.558394E-004	1.540000E-001	8.559927E-005
5.457643E-004	1.600000E-001	8.732229E-005
5.356031E-004	1.660000E-001	8.891011E-005
5.254118E-004	1.720000E-001	9.037083E-005
5.153583E-004	1.780000E-001	9.173378E-005
5.051972E-004	1.840000E-001	9.295628E-005
4.952856E-004	1.900000E-001	9.410426E-005
4.851146E-004	1.960000E-001	9.508246E-005
4.751515E-004	2.020000E-001	9.598060E-005
4.650741E-004	2.080000E-001	9.673541E-005
4.552218E-004	2.140000E-001	9.741747E-005
4.452384E-004	2.200000E-001	9.795245E-005
4.353042E-004	2.260000E-001	9.837875E-005
4.253188E-004	2.320000E-001	9.867396E-005
4.152041E-004	2.380000E-001	9.881858E-005
4.053005E-004	2.440000E-001	9.889332E-005
3.953586E-004	2.500000E-001	9.883965E-005
3.855071E-004	2.560000E-001	9.868982E-005
3.755999E-004	2.620000E-001	9.840717E-005
3.658480E-004	2.680000E-001	9.804726E-005
3.560326E-004	2.740000E-001	9.755293E-005
3.463348E-004	2.800000E-001	9.697374E-005
3.365523E-004	2.860000E-001	9.625396E-005
3.267486E-004	2.920000E-001	9.541059E-005
3.169845E-004	2.980000E-001	9.446138E-005
3.072151E-004	3.040000E-001	9.339339E-005
2.974964E-004	3.100000E-001	9.222388E-005
2.877380E-004	3.160000E-001	9.092521E-005
2.781223E-004	3.220000E-001	8.955538E-005
2.684033E-004	3.280000E-001	8.803628E-005
2.588686E-004	3.340000E-001	8.646211E-005
2.493207E-004	3.400000E-001	8.476904E-005
2.397541E-004	3.460000E-001	8.295492E-005
2.301543E-004	3.520000E-001	8.101431E-005
2.205490E-004	3.580000E-001	7.895654E-005
2.110634E-004	3.640000E-001	7.682708E-005
2.014521E-004	3.700000E-001	7.453728E-005
1.920060E-004	3.760000E-001	7.219426E-005
1.823977E-004	3.820000E-001	6.967592E-005
1.729938E-004	3.880000E-001	6.712159E-005
1.635210E-004	3.940000E-001	6.442727E-005
1.540992E-004	4.000000E-001	6.163968E-005
1.446311E-004	4.060000E-001	5.872023E-005
1.351674E-004	4.120000E-001	5.568897E-005
1.257984E-004	4.180000E-001	5.258373E-005
1.163773E-004	4.240000E-001	4.934398E-005
1.070513E-004	4.300000E-001	4.603206E-005
9.805444E-005	4.360000E-001	4.275174E-005
8.865027E-005	4.420000E-001	3.918342E-005
7.917570E-005	4.480000E-001	3.547071E-005
6.983279E-005	4.540000E-001	3.170409E-005
6.046101E-005	4.600000E-001	2.781206E-005
5.117677E-005	4.660000E-001	2.384837E-005
4.185187E-005	4.720000E-001	1.975408E-005
3.248801E-005	4.780000E-001	1.552927E-005
2.321971E-005	4.840000E-001	1.123834E-005
1.384622E-005	4.900000E-001	6.784648E-006
4.851438E-006	4.960000E-001	2.406313E-006
-2.515779E-006	5.020000E-001	-1.262921E-006
-1.360293E-005	5.080000E-001	-6.910288E-006
-2.308560E-005	5.140000E-001	-1.186600E-005
-3.239228E-005	5.200000E-001	-1.684399E-005
-4.178267E-005	5.260000E-001	-2.197768E-005
-5.115129E-005	5.320000E-001	-2.721249E-005
-6.049345E-005	5.380000E-001	-3.254548E-005
-6.987849E-005	5.440000E-001	-3.801390E-005
-7.919728E-005	5.500000E-001	-4.355850E-005
-8.862408E-005	5.560000E-001	-4.927499E-005
-9.794217E-005	5.620000E-001	-5.504350E-005
-1.073951E-004	5.680000E-001	-6.100042E-005
-1.171313E-004	5.740000E-001	-6.723337E-005
-1.265417E-004	5.800000E-001	-7.339419E-005
-1.360887E-004	5.860000E-001	-7.974798E-005
-1.455995E-004	5.920000E-001	-8.619490E-005
-1.551510E-004	5.980000E-001	-9.278030E-005
-1.648302E-004	6.040000E-001	-9.955744E-005
-1.744291E-004	6.100000E-001	-1.064018E-004
-1.841442E-004	6.160000E-001	-1.134328E-004
-1.937808E-004	6.220000E-001	-1.205317E-004
-2.035636E-004	6.280000E-001	-1.278379E-004
-2.132618E-004	6.340000E-001	-1.352080E-004
-2.231181E-004	6.400000E-001	-1.427956E-004
-2.329146E-004	6.460000E-001	-1.504628E-004
-2.428173E-004	6.520000E-001	-1.583169E-004
-2.527532E-004	6.580000E-001	-1.663116E-004
-2.627214E-004	6.640000E-001	-1.744470E-004
-2.728291E-004	6.700000E-001	-1.827955E-004
-2.829332E-004	6.760000E-001	-1.912628E-004
-2.931422E-004	6.820000E-001	-1.999230E-004
-3.032906E-004	6.880000E-001	-2.086639E-004
-3.136031E-004	6.940000E-001	-2.176406E-004
-3.238482E-004	7.000000E-001	-2.266937E-004
-3.342326E-004	7.060000E-001	-2.359682E-004
-3.446202E-004	7.120000E-001	-2.453696E-004
-3.550605E-004	7.180000E-001	-2.549334E-004
-3.655836E-004	7.240000E-001	-2.646825E-004
-3.761112E-004	7.300000E-001	-2.745612E-004
-3.867937E-004	7.360000E-001	-2.846802E-004
-3.974299E-004	7.420000E-001	-2.948930E-004
-4.083293E-004	7.480000E-001	-3.054303E-004
-4.191065E-004	7.540000E-001	-3.160063E-004
-4.300275E-004	7.600000E-001	-3.268209E-004
-4.409908E-004	7.660000E-001	-3.377990E-004
-4.520231E-004	7.720000E-001	-3.489618E-004
-4.630937E-004	7.780000E-001	-3.602869E-004
-4.742045E-004	7.840000E-001	-3.717763E-004
-4.854448E-004	7.900000E-001	-3.835014E-004
-4.966680E-004	7.960000E-001	-3.953477E-004
-5.080688E-004	8.020000E-001	-4.074712E-004
-5.194217E-004	8.080000E-001	-4.196927E-004
-5.309269E-004	8.140000E-001	-4.321745E-004
-5.425655E-004	8.200000E-001	-4.449037E-004
-5.542000E-004	8.260000E-001	-4.577692E-004
-5.658984E-004	8.320000E-001	-4.708275E-004
-5.776589E-004	8.380000E-001	-4.840782E-004
-5.895321E-004	8.440000E-001	-4.975651E-004
-6.013926E-004	8.500000E-001	-5.111837E-004
-6.134376E-004	8.560000E-001	-5.251026E-004
-6.254194E-004	8.620000E-001	-5.391115E-004
-6.376014E-004	8.680000E-001	-5.534380E-004
-6.497976E-004	8.740000E-001	-5.679231E-004
-6.621390E-004	8.800000E-001	-5.826823E-004
-6.745260E-004	8.860000E-001	-5.976300E-004
-6.870243E-004	8.920000E-001	-6.128257E-004
-6.996166E-004	8.980000E-001	-6.282557E-004
-7.122323E-004	9.040000E-001	-6.438580E-004
-7.250096E-004	9.100000E-001	-6.597587E-004
-7.378225E-004	9.160000E-001	-6.758454E-004
-7.507529E-004	9.220000E-001	-6.921942E-004
-7.637061E-004	9.280000E-001	-7.087193E-004
-7.768406E-004	9.340000E-001	-7.255691E-004
-7.900918E-004	9.400000E-001	-7.426863E-004
-8.033472E-004	9.460000E-001	-7.599665E-004
-8.166928E-004	9.520000E-001	-7.774915E-004
-8.301439E-004	9.580000E-001	-7.952779E-004
-8.437842E-004	9.640000E-001	-8.134080E-004
-8.573941E-004	9.700000E-001	-8.316723E-004
-8.712734E-004	9.760000E-001	-8.503628E-004
-8.850818E-004	9.820000E-001	-8.691503E-004
-8.991190E-004	9.880000E-001	-8.883296E-004
-9.132080E-004	9.940000E-001	-9.077288E-004
