PV Cell Characteristics


Date and Time: 2019-11-18 22:10:04


Model:            g191109-3
Serial Number:    
Operator Name:    
Cell Area(m2):    0.000012

Voc(V):           0.214000
Isc(A):           0.000672
Vm(V):            0.106000
Im(A):            0.000346
Pmax(W):          0.000037
Efficiency(%):    0.305886
Fill Factor(%):   25.505958
Jsc(A/m2):        56.040842
Rs(ohm):          321.613384
Rsh(ohm):         335.955654
Light Intensity(W/m2):    1000.000000
Cell Temperature deg.(C): 25.000000



Raw data:
I(A)      	V(V)      	P(W)
3.090151E-004	1.180000E-001	3.646378E-005
2.903389E-004	1.240000E-001	3.600202E-005
2.715171E-004	1.300000E-001	3.529722E-005
2.527941E-004	1.360000E-001	3.438000E-005
2.338839E-004	1.420000E-001	3.321151E-005
2.150791E-004	1.480000E-001	3.183171E-005
1.961094E-004	1.540000E-001	3.020085E-005
1.772855E-004	1.600000E-001	2.836568E-005
1.582284E-004	1.660000E-001	2.626591E-005
1.391075E-004	1.720000E-001	2.392649E-005
1.199751E-004	1.780000E-001	2.135557E-005
1.006549E-004	1.840000E-001	1.852050E-005
8.231289E-005	1.900000E-001	1.563945E-005
6.292381E-005	1.960000E-001	1.233307E-005
4.357547E-005	2.020000E-001	8.802245E-006
2.404930E-005	2.080000E-001	5.002254E-006
5.495375E-006	2.140000E-001	1.176010E-006
-1.326258E-005	2.200000E-001	-2.917768E-006
-3.285122E-005	2.260000E-001	-7.424376E-006
-5.268680E-005	2.320000E-001	-1.222334E-005
-7.242134E-005	2.380000E-001	-1.723628E-005
-9.217079E-005	2.440000E-001	-2.248967E-005
-1.112731E-004	2.500000E-001	-2.781828E-005
-1.313991E-004	2.560000E-001	-3.363817E-005
-1.513783E-004	2.620000E-001	-3.966111E-005
-1.713931E-004	2.680000E-001	-4.593335E-005
-1.913636E-004	2.740000E-001	-5.243363E-005
-2.115366E-004	2.800000E-001	-5.923025E-005
-2.315954E-004	2.860000E-001	-6.623628E-005
-2.518078E-004	2.920000E-001	-7.352788E-005
-2.719435E-004	2.980000E-001	-8.103916E-005
-2.921689E-004	3.040000E-001	-8.881935E-005
-3.124331E-004	3.100000E-001	-9.685426E-005
-3.327226E-004	3.160000E-001	-1.051403E-004
-3.530316E-004	3.220000E-001	-1.136762E-004
-3.733447E-004	3.280000E-001	-1.224571E-004
-3.937504E-004	3.340000E-001	-1.315126E-004
-4.140610E-004	3.400000E-001	-1.407807E-004
-4.345759E-004	3.460000E-001	-1.503633E-004
-4.549454E-004	3.520000E-001	-1.601408E-004
-4.755373E-004	3.580000E-001	-1.702424E-004
-4.958991E-004	3.640000E-001	-1.805073E-004
-5.163478E-004	3.700000E-001	-1.910487E-004
-5.367790E-004	3.760000E-001	-2.018289E-004
-5.573444E-004	3.820000E-001	-2.129056E-004
-5.779046E-004	3.880000E-001	-2.242270E-004
-5.982342E-004	3.940000E-001	-2.357043E-004
-6.188633E-004	4.000000E-001	-2.475453E-004
-6.392784E-004	4.060000E-001	-2.595470E-004
-6.597803E-004	4.120000E-001	-2.718295E-004
-6.801707E-004	4.180000E-001	-2.843114E-004
-7.005364E-004	4.240000E-001	-2.970274E-004
-7.208635E-004	4.300000E-001	-3.099713E-004
-7.411740E-004	4.360000E-001	-3.231519E-004
-7.614664E-004	4.420000E-001	-3.365681E-004
-7.816336E-004	4.480000E-001	-3.501719E-004
-8.019244E-004	4.540000E-001	-3.640737E-004
-8.220061E-004	4.600000E-001	-3.781228E-004
-8.421328E-004	4.660000E-001	-3.924339E-004
-8.620749E-004	4.720000E-001	-4.068994E-004
-8.820519E-004	4.780000E-001	-4.216208E-004
-9.018799E-004	4.840000E-001	-4.365099E-004
-9.216202E-004	4.900000E-001	-4.515939E-004
-9.413490E-004	4.960000E-001	-4.669091E-004
-9.609630E-004	5.020000E-001	-4.824034E-004
-9.805692E-004	5.080000E-001	-4.981292E-004
-1.000029E-003	5.140000E-001	-5.140149E-004
-1.019629E-003	5.200000E-001	-5.302071E-004
-1.039015E-003	5.260000E-001	-5.465219E-004
-1.059363E-003	5.320000E-001	-5.635811E-004
-1.078527E-003	5.380000E-001	-5.802475E-004
-1.097861E-003	5.440000E-001	-5.972364E-004
-1.117119E-003	5.500000E-001	-6.144155E-004
-1.136371E-003	5.560000E-001	-6.318223E-004
-1.155630E-003	5.620000E-001	-6.494641E-004
-1.175009E-003	5.680000E-001	-6.674051E-004
-1.194271E-003	5.740000E-001	-6.855116E-004
-1.213590E-003	5.800000E-001	-7.038822E-004
-1.233025E-003	5.860000E-001	-7.225527E-004
-1.252313E-003	5.920000E-001	-7.413693E-004
-1.271781E-003	5.980000E-001	-7.605250E-004
-1.291326E-003	6.040000E-001	-7.799609E-004
-1.311010E-003	6.100000E-001	-7.997161E-004
-1.330592E-003	6.160000E-001	-8.196447E-004
-1.350452E-003	6.220000E-001	-8.399811E-004
-1.370233E-003	6.280000E-001	-8.605063E-004
-1.390200E-003	6.340000E-001	-8.813868E-004
-1.410229E-003	6.400000E-001	-9.025466E-004
-1.430311E-003	6.460000E-001	-9.239809E-004
-1.450567E-003	6.520000E-001	-9.457697E-004
-1.470760E-003	6.580000E-001	-9.677601E-004
-1.491266E-003	6.640000E-001	-9.902006E-004
-1.511733E-003	6.700000E-001	-1.012861E-003
-1.532679E-003	6.760000E-001	-1.036091E-003
-1.553488E-003	6.820000E-001	-1.059479E-003
-1.574527E-003	6.880000E-001	-1.083275E-003
-1.595616E-003	6.940000E-001	-1.107358E-003
-1.616884E-003	7.000000E-001	-1.131819E-003
-1.638322E-003	7.060000E-001	-1.156655E-003
-1.659682E-003	7.120000E-001	-1.181694E-003
-1.681413E-003	7.180000E-001	-1.207255E-003
-1.703051E-003	7.240000E-001	-1.233009E-003
-1.725030E-003	7.300000E-001	-1.259272E-003
-1.746999E-003	7.360000E-001	-1.285791E-003
-1.769293E-003	7.420000E-001	-1.312815E-003
-1.791764E-003	7.480000E-001	-1.340239E-003
-1.814313E-003	7.540000E-001	-1.367992E-003
-1.837121E-003	7.600000E-001	-1.396212E-003
-1.859938E-003	7.660000E-001	-1.424713E-003
-1.883078E-003	7.720000E-001	-1.453736E-003
-1.906145E-003	7.780000E-001	-1.482981E-003
-1.929493E-003	7.840000E-001	-1.512723E-003
-1.952960E-003	7.900000E-001	-1.542838E-003
-1.976746E-003	7.960000E-001	-1.573490E-003
-2.000561E-003	8.020000E-001	-1.604450E-003
-2.024659E-003	8.080000E-001	-1.635924E-003
-2.048891E-003	8.140000E-001	-1.667797E-003
-2.073242E-003	8.200000E-001	-1.700058E-003
-2.097863E-003	8.260000E-001	-1.732835E-003
-2.122473E-003	8.320000E-001	-1.765898E-003
-2.147494E-003	8.380000E-001	-1.799600E-003
-2.172489E-003	8.440000E-001	-1.833581E-003
-2.197793E-003	8.500000E-001	-1.868124E-003
-2.223135E-003	8.560000E-001	-1.903004E-003
-2.248899E-003	8.620000E-001	-1.938551E-003
-2.274855E-003	8.680000E-001	-1.974574E-003
-2.300899E-003	8.740000E-001	-2.010986E-003
-2.327225E-003	8.800000E-001	-2.047958E-003
-2.353769E-003	8.860000E-001	-2.085439E-003
-2.380759E-003	8.920000E-001	-2.123637E-003
-2.407549E-003	8.980000E-001	-2.161979E-003
-2.434741E-003	9.040000E-001	-2.201006E-003
-2.461949E-003	9.100000E-001	-2.240374E-003
-2.489632E-003	9.160000E-001	-2.280503E-003
-2.517426E-003	9.220000E-001	-2.321067E-003
-2.544635E-003	9.280000E-001	-2.361421E-003
-2.564370E-003	9.340000E-001	-2.395122E-003
-2.553019E-003	9.400000E-001	-2.399838E-003
-2.545515E-003	9.460000E-001	-2.408057E-003
-2.559732E-003	9.520000E-001	-2.436865E-003
-2.579400E-003	9.580000E-001	-2.471065E-003
-2.600242E-003	9.640000E-001	-2.506633E-003
-2.625142E-003	9.700000E-001	-2.546388E-003
-2.664462E-003	9.760000E-001	-2.600515E-003
-2.708849E-003	9.820000E-001	-2.660090E-003
-2.748340E-003	9.880000E-001	-2.715360E-003
-2.775454E-003	9.940000E-001	-2.758801E-003
