PV Cell Characteristics


Date and Time: 2019-11-18 22:09:41


Model:            g191109-3
Serial Number:    
Operator Name:    
Cell Area(m2):    0.000012

Voc(V):           0.040000
Isc(A):           0.000244
Vm(V):            0.022000
Im(A):            0.000114
Pmax(W):          0.000003
Efficiency(%):    0.020985
Fill Factor(%):   25.771909
Jsc(A/m2):        20.356300
Rs(ohm):          180.715026
Rsh(ohm):         187.287546
Light Intensity(W/m2):    1000.000000
Cell Temperature deg.(C): 25.000000



Raw data:
I(A)      	V(V)      	P(W)
-4.171424E-004	1.120000E-001	-4.671995E-005
-4.556686E-004	1.180000E-001	-5.376889E-005
-4.945560E-004	1.240000E-001	-6.132494E-005
-5.340437E-004	1.300000E-001	-6.942568E-005
-5.737491E-004	1.360000E-001	-7.802988E-005
-6.138929E-004	1.420000E-001	-8.717279E-005
-6.543827E-004	1.480000E-001	-9.684864E-005
-6.954727E-004	1.540000E-001	-1.071028E-004
-7.369650E-004	1.600000E-001	-1.179144E-004
-7.787840E-004	1.660000E-001	-1.292781E-004
-8.211697E-004	1.720000E-001	-1.412412E-004
-8.639476E-004	1.780000E-001	-1.537827E-004
-9.072624E-004	1.840000E-001	-1.669363E-004
-9.510097E-004	1.900000E-001	-1.806918E-004
-9.952104E-004	1.960000E-001	-1.950612E-004
-1.039861E-003	2.020000E-001	-2.100519E-004
-1.086376E-003	2.080000E-001	-2.259662E-004
-1.131822E-003	2.140000E-001	-2.422099E-004
-1.177992E-003	2.200000E-001	-2.591582E-004
-1.224402E-003	2.260000E-001	-2.767149E-004
-1.271466E-003	2.320000E-001	-2.949801E-004
-1.319108E-003	2.380000E-001	-3.139477E-004
-1.366929E-003	2.440000E-001	-3.335307E-004
-1.415237E-003	2.500000E-001	-3.538093E-004
-1.464074E-003	2.560000E-001	-3.748029E-004
-1.513463E-003	2.620000E-001	-3.965273E-004
-1.563004E-003	2.680000E-001	-4.188851E-004
-1.613247E-003	2.740000E-001	-4.420297E-004
-1.663895E-003	2.800000E-001	-4.658906E-004
-1.715195E-003	2.860000E-001	-4.905458E-004
-1.766619E-003	2.920000E-001	-5.158527E-004
-1.818833E-003	2.980000E-001	-5.420122E-004
-1.871365E-003	3.040000E-001	-5.688950E-004
-1.924842E-003	3.100000E-001	-5.967010E-004
-1.978416E-003	3.160000E-001	-6.251795E-004
-2.032294E-003	3.220000E-001	-6.543987E-004
-2.086906E-003	3.280000E-001	-6.845052E-004
-2.141661E-003	3.340000E-001	-7.153148E-004
-2.197287E-003	3.400000E-001	-7.470776E-004
-2.253139E-003	3.460000E-001	-7.795861E-004
-2.309672E-003	3.520000E-001	-8.130045E-004
-2.366696E-003	3.580000E-001	-8.472772E-004
-2.424287E-003	3.640000E-001	-8.824405E-004
-2.482200E-003	3.700000E-001	-9.184140E-004
-2.540779E-003	3.760000E-001	-9.553329E-004
-2.600175E-003	3.820000E-001	-9.932669E-004
-2.659837E-003	3.880000E-001	-1.032017E-003
-2.719965E-003	3.940000E-001	-1.071666E-003
-2.780671E-003	4.000000E-001	-1.112268E-003
-2.842038E-003	4.060000E-001	-1.153867E-003
-2.903747E-003	4.120000E-001	-1.196344E-003
-2.966094E-003	4.180000E-001	-1.239827E-003
-3.028877E-003	4.240000E-001	-1.284244E-003
-3.092217E-003	4.300000E-001	-1.329653E-003
-3.156158E-003	4.360000E-001	-1.376085E-003
-3.220672E-003	4.420000E-001	-1.423537E-003
-3.285744E-003	4.480000E-001	-1.472013E-003
-3.351773E-003	4.540000E-001	-1.521705E-003
-3.418080E-003	4.600000E-001	-1.572317E-003
-3.484746E-003	4.660000E-001	-1.623892E-003
-3.552150E-003	4.720000E-001	-1.676615E-003
-3.620067E-003	4.780000E-001	-1.730392E-003
-3.688612E-003	4.840000E-001	-1.785288E-003
-3.757739E-003	4.900000E-001	-1.841292E-003
-3.827409E-003	4.960000E-001	-1.898395E-003
-3.897613E-003	5.020000E-001	-1.956602E-003
-3.968529E-003	5.080000E-001	-2.016013E-003
-4.039967E-003	5.140000E-001	-2.076543E-003
-4.111885E-003	5.200000E-001	-2.138180E-003
-4.184667E-003	5.260000E-001	-2.201135E-003
-4.258411E-003	5.320000E-001	-2.265475E-003
-4.332060E-003	5.380000E-001	-2.330648E-003
-4.406704E-003	5.440000E-001	-2.397247E-003
-4.481905E-003	5.500000E-001	-2.465048E-003
-4.557931E-003	5.560000E-001	-2.534210E-003
-4.634156E-003	5.620000E-001	-2.604396E-003
-4.711489E-003	5.680000E-001	-2.676126E-003
-4.789204E-003	5.740000E-001	-2.749003E-003
-4.867931E-003	5.800000E-001	-2.823400E-003
-4.947085E-003	5.860000E-001	-2.898992E-003
-5.026774E-003	5.920000E-001	-2.975850E-003
-5.107376E-003	5.980000E-001	-3.054211E-003
-5.188962E-003	6.040000E-001	-3.134133E-003
-5.271127E-003	6.100000E-001	-3.215387E-003
-5.353699E-003	6.160000E-001	-3.297879E-003
-5.437290E-003	6.220000E-001	-3.381994E-003
-5.521282E-003	6.280000E-001	-3.467365E-003
-5.606406E-003	6.340000E-001	-3.554461E-003
-5.692175E-003	6.400000E-001	-3.642992E-003
-5.779063E-003	6.460000E-001	-3.733275E-003
-5.866169E-003	6.520000E-001	-3.824742E-003
-5.954168E-003	6.580000E-001	-3.917843E-003
-6.043455E-003	6.640000E-001	-4.012854E-003
-6.133150E-003	6.700000E-001	-4.109211E-003
-6.224312E-003	6.760000E-001	-4.207635E-003
-6.315659E-003	6.820000E-001	-4.307279E-003
-6.408216E-003	6.880000E-001	-4.408853E-003
-6.500927E-003	6.940000E-001	-4.511643E-003
-6.594954E-003	7.000000E-001	-4.616468E-003
-6.689616E-003	7.060000E-001	-4.722869E-003
-6.785249E-003	7.120000E-001	-4.831097E-003
-6.881657E-003	7.180000E-001	-4.941030E-003
-6.979027E-003	7.240000E-001	-5.052816E-003
-7.077553E-003	7.300000E-001	-5.166614E-003
-7.176846E-003	7.360000E-001	-5.282159E-003
-7.276859E-003	7.420000E-001	-5.399429E-003
-7.378442E-003	7.480000E-001	-5.519075E-003
-7.480825E-003	7.540000E-001	-5.640542E-003
-7.584192E-003	7.600000E-001	-5.763986E-003
-7.688114E-003	7.660000E-001	-5.889095E-003
-7.792914E-003	7.720000E-001	-6.016130E-003
-7.898748E-003	7.780000E-001	-6.145226E-003
-8.005607E-003	7.840000E-001	-6.276396E-003
-8.113399E-003	7.900000E-001	-6.409585E-003
-8.222761E-003	7.960000E-001	-6.545318E-003
-8.332527E-003	8.020000E-001	-6.682687E-003
-8.443355E-003	8.080000E-001	-6.822231E-003
-8.555013E-003	8.140000E-001	-6.963781E-003
-8.669022E-003	8.200000E-001	-7.108598E-003
-8.783435E-003	8.260000E-001	-7.255117E-003
-8.898528E-003	8.320000E-001	-7.403575E-003
-9.015027E-003	8.380000E-001	-7.554593E-003
-9.132397E-003	8.440000E-001	-7.707743E-003
-9.251465E-003	8.500000E-001	-7.863745E-003
-9.371514E-003	8.560000E-001	-8.022016E-003
-9.492714E-003	8.620000E-001	-8.182719E-003
-9.614737E-003	8.680000E-001	-8.345592E-003
-9.738100E-003	8.740000E-001	-8.511099E-003
-9.863367E-003	8.800000E-001	-8.679763E-003
-9.989482E-003	8.860000E-001	-8.850681E-003
-1.011739E-002	8.920000E-001	-9.024712E-003
-1.024625E-002	8.980000E-001	-9.201133E-003
-1.037663E-002	9.040000E-001	-9.380474E-003
-1.054274E-002	9.100000E-001	-9.593893E-003
-1.067029E-002	9.160000E-001	-9.773986E-003
-1.080300E-002	9.220000E-001	-9.960366E-003
-1.093801E-002	9.280000E-001	-1.015047E-002
-1.107501E-002	9.340000E-001	-1.034406E-002
-1.121416E-002	9.400000E-001	-1.054131E-002
-1.135414E-002	9.460000E-001	-1.074102E-002
-1.149670E-002	9.520000E-001	-1.094486E-002
-1.164044E-002	9.580000E-001	-1.115154E-002
-1.178666E-002	9.640000E-001	-1.136234E-002
-1.193461E-002	9.700000E-001	-1.157657E-002
-1.208459E-002	9.760000E-001	-1.179456E-002
-1.223548E-002	9.820000E-001	-1.201524E-002
-1.238749E-002	9.880000E-001	-1.223884E-002
-1.254332E-002	9.940000E-001	-1.246806E-002
