PV Cell Characteristics


Date and Time: 2019-11-18 19:34:15


Model:            g191113-4-1
Serial Number:    7
Operator Name:    
Cell Area(m2):    0.000012

Voc(V):           0.520000
Isc(A):           0.003385
Vm(V):            0.352000
Im(A):            0.002721
Pmax(W):          0.000958
Efficiency(%):    7.982307
Fill Factor(%):   54.422125
Jsc(A/m2):        282.065250
Rs(ohm):          42.390050
Rsh(ohm):         2074.330164
Light Intensity(W/m2):    1000.000000
Cell Temperature deg.(C): 25.000000



Raw data:
I(A)      	V(V)      	P(W)
3.325536E-003	1.120000E-001	3.724600E-004
3.321395E-003	1.180000E-001	3.919246E-004
3.316010E-003	1.240000E-001	4.111852E-004
3.311472E-003	1.300000E-001	4.304914E-004
3.307248E-003	1.360000E-001	4.497857E-004
3.303807E-003	1.420000E-001	4.691406E-004
3.298073E-003	1.480000E-001	4.881148E-004
3.291650E-003	1.540000E-001	5.069141E-004
3.286243E-003	1.600000E-001	5.257989E-004
3.280146E-003	1.660000E-001	5.445042E-004
3.273465E-003	1.720000E-001	5.630360E-004
3.266439E-003	1.780000E-001	5.814261E-004
3.259203E-003	1.840000E-001	5.996934E-004
3.251852E-003	1.900000E-001	6.178519E-004
3.245573E-003	1.960000E-001	6.361323E-004
3.237436E-003	2.020000E-001	6.539621E-004
3.227818E-003	2.080000E-001	6.713861E-004
3.219407E-003	2.140000E-001	6.889531E-004
3.208600E-003	2.200000E-001	7.058920E-004
3.198334E-003	2.260000E-001	7.228235E-004
3.186746E-003	2.320000E-001	7.393251E-004
3.174910E-003	2.380000E-001	7.556286E-004
3.162638E-003	2.440000E-001	7.716837E-004
3.149943E-003	2.500000E-001	7.874858E-004
3.136604E-003	2.560000E-001	8.029706E-004
3.123904E-003	2.620000E-001	8.184628E-004
3.109755E-003	2.680000E-001	8.334143E-004
3.092800E-003	2.740000E-001	8.474272E-004
3.073765E-003	2.800000E-001	8.606542E-004
3.054373E-003	2.860000E-001	8.735507E-004
3.034457E-003	2.920000E-001	8.860614E-004
3.012082E-003	2.980000E-001	8.976004E-004
2.988744E-003	3.040000E-001	9.085782E-004
2.962444E-003	3.100000E-001	9.183576E-004
2.935362E-003	3.160000E-001	9.275744E-004
2.907132E-003	3.220000E-001	9.360965E-004
2.875933E-003	3.280000E-001	9.433060E-004
2.841163E-003	3.340000E-001	9.489484E-004
2.803338E-003	3.400000E-001	9.531349E-004
2.764166E-003	3.460000E-001	9.564014E-004
2.721241E-003	3.520000E-001	9.578768E-004
2.675527E-003	3.580000E-001	9.578387E-004
2.625834E-003	3.640000E-001	9.558036E-004
2.573272E-003	3.700000E-001	9.521106E-004
2.517341E-003	3.760000E-001	9.465202E-004
2.458359E-003	3.820000E-001	9.390931E-004
2.394232E-003	3.880000E-001	9.289620E-004
2.325439E-003	3.940000E-001	9.162230E-004
2.253475E-003	4.000000E-001	9.013900E-004
2.177135E-003	4.060000E-001	8.839168E-004
2.097281E-003	4.120000E-001	8.640798E-004
2.012568E-003	4.180000E-001	8.412534E-004
1.924245E-003	4.240000E-001	8.158799E-004
1.831721E-003	4.300000E-001	7.876400E-004
1.735860E-003	4.360000E-001	7.568350E-004
1.635799E-003	4.420000E-001	7.230232E-004
1.531175E-003	4.480000E-001	6.859664E-004
1.422044E-003	4.540000E-001	6.456080E-004
1.310274E-003	4.600000E-001	6.027260E-004
1.195502E-003	4.660000E-001	5.571039E-004
1.076663E-003	4.720000E-001	5.081849E-004
9.553302E-004	4.780000E-001	4.566478E-004
8.309213E-004	4.840000E-001	4.021659E-004
7.030911E-004	4.900000E-001	3.445146E-004
5.721194E-004	4.960000E-001	2.837712E-004
4.386505E-004	5.020000E-001	2.202026E-004
3.030425E-004	5.080000E-001	1.539456E-004
1.648275E-004	5.140000E-001	8.472134E-005
2.447304E-005	5.200000E-001	1.272598E-005
-1.182578E-004	5.260000E-001	-6.220360E-005
-2.636459E-004	5.320000E-001	-1.402596E-004
-4.089912E-004	5.380000E-001	-2.200373E-004
-5.561383E-004	5.440000E-001	-3.025392E-004
-7.047755E-004	5.500000E-001	-3.876265E-004
-8.543633E-004	5.560000E-001	-4.750260E-004
-1.005171E-003	5.620000E-001	-5.649061E-004
-1.157735E-003	5.680000E-001	-6.575935E-004
-1.310970E-003	5.740000E-001	-7.524968E-004
-1.464593E-003	5.800000E-001	-8.494639E-004
-1.618849E-003	5.860000E-001	-9.486455E-004
-1.773880E-003	5.920000E-001	-1.050137E-003
-1.929101E-003	5.980000E-001	-1.153602E-003
-2.086173E-003	6.040000E-001	-1.260048E-003
-2.242793E-003	6.100000E-001	-1.368104E-003
-2.399521E-003	6.160000E-001	-1.478105E-003
-2.556399E-003	6.220000E-001	-1.590080E-003
-2.713158E-003	6.280000E-001	-1.703863E-003
-2.870490E-003	6.340000E-001	-1.819891E-003
-3.027811E-003	6.400000E-001	-1.937799E-003
-3.185306E-003	6.460000E-001	-2.057708E-003
-3.343299E-003	6.520000E-001	-2.179831E-003
-3.501478E-003	6.580000E-001	-2.303973E-003
-3.659928E-003	6.640000E-001	-2.430192E-003
-3.818880E-003	6.700000E-001	-2.558650E-003
-3.978982E-003	6.760000E-001	-2.689792E-003
-4.137901E-003	6.820000E-001	-2.822048E-003
-4.297123E-003	6.880000E-001	-2.956421E-003
-4.456320E-003	6.940000E-001	-3.092686E-003
-4.616196E-003	7.000000E-001	-3.231337E-003
-4.776275E-003	7.060000E-001	-3.372050E-003
-4.936709E-003	7.120000E-001	-3.514937E-003
-5.098099E-003	7.180000E-001	-3.660435E-003
-5.260065E-003	7.240000E-001	-3.808287E-003
-5.422431E-003	7.300000E-001	-3.958375E-003
-5.585115E-003	7.360000E-001	-4.110645E-003
-5.749212E-003	7.420000E-001	-4.265915E-003
-5.914208E-003	7.480000E-001	-4.423828E-003
-6.079250E-003	7.540000E-001	-4.583755E-003
-6.245144E-003	7.600000E-001	-4.746309E-003
-6.412059E-003	7.660000E-001	-4.911637E-003
-6.580200E-003	7.720000E-001	-5.079914E-003
-6.749378E-003	7.780000E-001	-5.251016E-003
-6.920603E-003	7.840000E-001	-5.425753E-003
-7.092624E-003	7.900000E-001	-5.603173E-003
-7.266147E-003	7.960000E-001	-5.783853E-003
-7.440619E-003	8.020000E-001	-5.967376E-003
-7.616864E-003	8.080000E-001	-6.154426E-003
-7.793936E-003	8.140000E-001	-6.344264E-003
-7.973898E-003	8.200000E-001	-6.538596E-003
-8.154786E-003	8.260000E-001	-6.735853E-003
-8.337499E-003	8.320000E-001	-6.936799E-003
-8.522256E-003	8.380000E-001	-7.141651E-003
-8.709544E-003	8.440000E-001	-7.350855E-003
-8.898802E-003	8.500000E-001	-7.563982E-003
-9.089909E-003	8.560000E-001	-7.780962E-003
-9.283707E-003	8.620000E-001	-8.002555E-003
-9.479353E-003	8.680000E-001	-8.228078E-003
-9.677420E-003	8.740000E-001	-8.458065E-003
-9.877727E-003	8.800000E-001	-8.692400E-003
-1.008066E-002	8.860000E-001	-8.931465E-003
-1.028721E-002	8.920000E-001	-9.176191E-003
-1.058654E-002	8.980000E-001	-9.506713E-003
-1.079534E-002	9.040000E-001	-9.758987E-003
-1.100673E-002	9.100000E-001	-1.001612E-002
-1.122111E-002	9.160000E-001	-1.027854E-002
-1.143928E-002	9.220000E-001	-1.054702E-002
-1.166021E-002	9.280000E-001	-1.082067E-002
-1.188528E-002	9.340000E-001	-1.110085E-002
-1.211391E-002	9.400000E-001	-1.138708E-002
-1.234553E-002	9.460000E-001	-1.167887E-002
-1.258144E-002	9.520000E-001	-1.197753E-002
-1.282129E-002	9.580000E-001	-1.228280E-002
-1.306489E-002	9.640000E-001	-1.259455E-002
-1.331285E-002	9.700000E-001	-1.291346E-002
-1.356392E-002	9.760000E-001	-1.323839E-002
-1.381792E-002	9.820000E-001	-1.356920E-002
-1.407667E-002	9.880000E-001	-1.390775E-002
-1.433879E-002	9.940000E-001	-1.425276E-002
