PV Cell Characteristics


Date and Time: 2019-11-18 22:14:42


Model:            g191109-1
Serial Number:    
Operator Name:    
Cell Area(m2):    0.000012

Voc(V):           0.016000
Isc(A):           0.000132
Vm(V):            0.004000
Im(A):            0.000078
Pmax(W):          0.000000
Efficiency(%):    0.002601
Fill Factor(%):   14.737200
Jsc(A/m2):        11.030425
Rs(ohm):          107.890878
Rsh(ohm):         111.410827
Light Intensity(W/m2):    1000.000000
Cell Temperature deg.(C): 25.000000



Raw data:
I(A)      	V(V)      	P(W)
-9.586270E-004	1.060000E-001	-1.016145E-004
-1.027983E-003	1.120000E-001	-1.151341E-004
-1.097695E-003	1.180000E-001	-1.295280E-004
-1.169933E-003	1.240000E-001	-1.450717E-004
-1.242606E-003	1.300000E-001	-1.615388E-004
-1.316168E-003	1.360000E-001	-1.789988E-004
-1.390813E-003	1.420000E-001	-1.974954E-004
-1.466619E-003	1.480000E-001	-2.170596E-004
-1.543707E-003	1.540000E-001	-2.377309E-004
-1.621607E-003	1.600000E-001	-2.594571E-004
-1.700721E-003	1.660000E-001	-2.823197E-004
-1.780837E-003	1.720000E-001	-3.063040E-004
-1.862048E-003	1.780000E-001	-3.314445E-004
-1.944079E-003	1.840000E-001	-3.577105E-004
-2.027173E-003	1.900000E-001	-3.851629E-004
-2.111254E-003	1.960000E-001	-4.138058E-004
-2.196533E-003	2.020000E-001	-4.436997E-004
-2.283097E-003	2.080000E-001	-4.748842E-004
-2.369712E-003	2.140000E-001	-5.071184E-004
-2.458284E-003	2.200000E-001	-5.408225E-004
-2.547995E-003	2.260000E-001	-5.758469E-004
-2.638820E-003	2.320000E-001	-6.122062E-004
-2.731192E-003	2.380000E-001	-6.500237E-004
-2.823977E-003	2.440000E-001	-6.890504E-004
-2.917654E-003	2.500000E-001	-7.294135E-004
-3.012334E-003	2.560000E-001	-7.711575E-004
-3.107966E-003	2.620000E-001	-8.142871E-004
-3.204368E-003	2.680000E-001	-8.587706E-004
-3.301860E-003	2.740000E-001	-9.047096E-004
-3.400368E-003	2.800000E-001	-9.521030E-004
-3.500260E-003	2.860000E-001	-1.001074E-003
-3.601057E-003	2.920000E-001	-1.051509E-003
-3.702984E-003	2.980000E-001	-1.103489E-003
-3.805790E-003	3.040000E-001	-1.156960E-003
-3.910006E-003	3.100000E-001	-1.212102E-003
-4.014561E-003	3.160000E-001	-1.268601E-003
-4.120070E-003	3.220000E-001	-1.326663E-003
-4.226891E-003	3.280000E-001	-1.386420E-003
-4.334388E-003	3.340000E-001	-1.447686E-003
-4.443103E-003	3.400000E-001	-1.510655E-003
-4.552817E-003	3.460000E-001	-1.575275E-003
-4.663950E-003	3.520000E-001	-1.641710E-003
-4.775909E-003	3.580000E-001	-1.709775E-003
-4.888981E-003	3.640000E-001	-1.779589E-003
-5.002995E-003	3.700000E-001	-1.851108E-003
-5.117868E-003	3.760000E-001	-1.924318E-003
-5.234393E-003	3.820000E-001	-1.999538E-003
-5.351122E-003	3.880000E-001	-2.076235E-003
-5.469127E-003	3.940000E-001	-2.154836E-003
-5.588242E-003	4.000000E-001	-2.235297E-003
-5.708667E-003	4.060000E-001	-2.317719E-003
-5.830412E-003	4.120000E-001	-2.402130E-003
-5.953202E-003	4.180000E-001	-2.488438E-003
-6.076948E-003	4.240000E-001	-2.576626E-003
-6.201411E-003	4.300000E-001	-2.666607E-003
-6.327072E-003	4.360000E-001	-2.758603E-003
-6.453865E-003	4.420000E-001	-2.852608E-003
-6.581193E-003	4.480000E-001	-2.948374E-003
-6.710684E-003	4.540000E-001	-3.046651E-003
-6.840645E-003	4.600000E-001	-3.146697E-003
-6.971784E-003	4.660000E-001	-3.248851E-003
-7.104417E-003	4.720000E-001	-3.353285E-003
-7.238018E-003	4.780000E-001	-3.459773E-003
-7.372849E-003	4.840000E-001	-3.568459E-003
-7.508696E-003	4.900000E-001	-3.679261E-003
-7.645546E-003	4.960000E-001	-3.792191E-003
-7.783745E-003	5.020000E-001	-3.907440E-003
-7.922775E-003	5.080000E-001	-4.024770E-003
-8.063248E-003	5.140000E-001	-4.144509E-003
-8.204799E-003	5.200000E-001	-4.266495E-003
-8.347470E-003	5.260000E-001	-4.390769E-003
-8.492555E-003	5.320000E-001	-4.518039E-003
-8.637579E-003	5.380000E-001	-4.647018E-003
-8.784276E-003	5.440000E-001	-4.778646E-003
-8.932149E-003	5.500000E-001	-4.912682E-003
-9.081086E-003	5.560000E-001	-5.049084E-003
-9.231522E-003	5.620000E-001	-5.188115E-003
-9.382641E-003	5.680000E-001	-5.329340E-003
-9.535280E-003	5.740000E-001	-5.473251E-003
-9.689124E-003	5.800000E-001	-5.619692E-003
-9.844898E-003	5.860000E-001	-5.769110E-003
-1.000193E-002	5.920000E-001	-5.921143E-003
-1.016021E-002	5.980000E-001	-6.075806E-003
-1.032092E-002	6.040000E-001	-6.233836E-003
-1.048214E-002	6.100000E-001	-6.394105E-003
-1.065632E-002	6.160000E-001	-6.564293E-003
-1.081996E-002	6.220000E-001	-6.730015E-003
-1.098472E-002	6.280000E-001	-6.898404E-003
-1.115134E-002	6.340000E-001	-7.069950E-003
-1.131895E-002	6.400000E-001	-7.244128E-003
-1.148969E-002	6.460000E-001	-7.422340E-003
-1.166087E-002	6.520000E-001	-7.602887E-003
-1.183428E-002	6.580000E-001	-7.786956E-003
-1.200849E-002	6.640000E-001	-7.973637E-003
-1.218526E-002	6.700000E-001	-8.164124E-003
-1.236449E-002	6.760000E-001	-8.358395E-003
-1.254436E-002	6.820000E-001	-8.555254E-003
-1.272589E-002	6.880000E-001	-8.755412E-003
-1.290975E-002	6.940000E-001	-8.959367E-003
-1.309406E-002	7.000000E-001	-9.165842E-003
-1.328179E-002	7.060000E-001	-9.376944E-003
-1.347028E-002	7.120000E-001	-9.590839E-003
-1.366119E-002	7.180000E-001	-9.808734E-003
-1.385342E-002	7.240000E-001	-1.002988E-002
-1.404771E-002	7.300000E-001	-1.025483E-002
-1.424440E-002	7.360000E-001	-1.048388E-002
-1.444142E-002	7.420000E-001	-1.071553E-002
-1.464281E-002	7.480000E-001	-1.095282E-002
-1.484518E-002	7.540000E-001	-1.119327E-002
-1.504868E-002	7.600000E-001	-1.143700E-002
-1.525587E-002	7.660000E-001	-1.168600E-002
-1.546385E-002	7.720000E-001	-1.193809E-002
-1.567508E-002	7.780000E-001	-1.219521E-002
-1.588821E-002	7.840000E-001	-1.245636E-002
-1.610336E-002	7.900000E-001	-1.272165E-002
-1.632073E-002	7.960000E-001	-1.299130E-002
-1.654050E-002	8.020000E-001	-1.326548E-002
-1.676151E-002	8.080000E-001	-1.354330E-002
-1.698502E-002	8.140000E-001	-1.382581E-002
-1.721249E-002	8.200000E-001	-1.411424E-002
-1.744269E-002	8.260000E-001	-1.440766E-002
-1.767349E-002	8.320000E-001	-1.470434E-002
-1.790726E-002	8.380000E-001	-1.500628E-002
-1.814476E-002	8.440000E-001	-1.531418E-002
-1.838467E-002	8.500000E-001	-1.562697E-002
-1.862712E-002	8.560000E-001	-1.594481E-002
-1.887213E-002	8.620000E-001	-1.626778E-002
-1.912011E-002	8.680000E-001	-1.659626E-002
-1.937028E-002	8.740000E-001	-1.692962E-002
-1.962416E-002	8.800000E-001	-1.726926E-002
-1.988114E-002	8.860000E-001	-1.761469E-002
-2.014203E-002	8.920000E-001	-1.796669E-002
-2.040530E-002	8.980000E-001	-1.832396E-002
-2.067178E-002	9.040000E-001	-1.868729E-002
-2.094301E-002	9.100000E-001	-1.905814E-002
-2.121730E-002	9.160000E-001	-1.943505E-002
-2.149431E-002	9.220000E-001	-1.981775E-002
-2.177441E-002	9.280000E-001	-2.020665E-002
-2.205954E-002	9.340000E-001	-2.060361E-002
-2.234766E-002	9.400000E-001	-2.100680E-002
-2.264008E-002	9.460000E-001	-2.141752E-002
-2.293638E-002	9.520000E-001	-2.183543E-002
-2.323719E-002	9.580000E-001	-2.226123E-002
-2.354356E-002	9.640000E-001	-2.269599E-002
-2.385382E-002	9.700000E-001	-2.313821E-002
-2.416810E-002	9.760000E-001	-2.358807E-002
-2.448712E-002	9.820000E-001	-2.404635E-002
-2.481122E-002	9.880000E-001	-2.451349E-002
-2.513967E-002	9.940000E-001	-2.498883E-002
