PV Cell Characteristics


Date and Time: 2019-11-18 19:32:00


Model:            g191113-4-1
Serial Number:    1
Operator Name:    
Cell Area(m2):    0.000012

Voc(V):           0.532000
Isc(A):           0.003248
Vm(V):            0.340000
Im(A):            0.002583
Pmax(W):          0.000878
Efficiency(%):    7.317115
Fill Factor(%):   50.817759
Jsc(A/m2):        270.652917
Rs(ohm):          53.635998
Rsh(ohm):         2743.484225
Light Intensity(W/m2):    1000.000000
Cell Temperature deg.(C): 25.000000



Raw data:
I(A)      	V(V)      	P(W)
3.202252E-003	1.120000E-001	3.586522E-004
3.198493E-003	1.180000E-001	3.774222E-004
3.194296E-003	1.240000E-001	3.960927E-004
3.191072E-003	1.300000E-001	4.148394E-004
3.186797E-003	1.360000E-001	4.334044E-004
3.182871E-003	1.420000E-001	4.519677E-004
3.179167E-003	1.480000E-001	4.705167E-004
3.175604E-003	1.540000E-001	4.890430E-004
3.173231E-003	1.600000E-001	5.077170E-004
3.166426E-003	1.660000E-001	5.256267E-004
3.159784E-003	1.720000E-001	5.434828E-004
3.153349E-003	1.780000E-001	5.612961E-004
3.146372E-003	1.840000E-001	5.789324E-004
3.139559E-003	1.900000E-001	5.965162E-004
3.131335E-003	1.960000E-001	6.137417E-004
3.123307E-003	2.020000E-001	6.309080E-004
3.114535E-003	2.080000E-001	6.478233E-004
3.103965E-003	2.140000E-001	6.642485E-004
3.094443E-003	2.200000E-001	6.807775E-004
3.083293E-003	2.260000E-001	6.968242E-004
3.071207E-003	2.320000E-001	7.125200E-004
3.055649E-003	2.380000E-001	7.272445E-004
3.040364E-003	2.440000E-001	7.418488E-004
3.023990E-003	2.500000E-001	7.559975E-004
3.005205E-003	2.560000E-001	7.693325E-004
2.987113E-003	2.620000E-001	7.826236E-004
2.965951E-003	2.680000E-001	7.948749E-004
2.944896E-003	2.740000E-001	8.069015E-004
2.922646E-003	2.800000E-001	8.183409E-004
2.898027E-003	2.860000E-001	8.288357E-004
2.871122E-003	2.920000E-001	8.383676E-004
2.841718E-003	2.980000E-001	8.468320E-004
2.811350E-003	3.040000E-001	8.546504E-004
2.778863E-003	3.100000E-001	8.614475E-004
2.743204E-003	3.160000E-001	8.668525E-004
2.706435E-003	3.220000E-001	8.714721E-004
2.666257E-003	3.280000E-001	8.745323E-004
2.625230E-003	3.340000E-001	8.768268E-004
2.582511E-003	3.400000E-001	8.780537E-004
2.536132E-003	3.460000E-001	8.775017E-004
2.487158E-003	3.520000E-001	8.754796E-004
2.435362E-003	3.580000E-001	8.718596E-004
2.381688E-003	3.640000E-001	8.669344E-004
2.325942E-003	3.700000E-001	8.605985E-004
2.267037E-003	3.760000E-001	8.524059E-004
2.206078E-003	3.820000E-001	8.427218E-004
2.142307E-003	3.880000E-001	8.312151E-004
2.076843E-003	3.940000E-001	8.182761E-004
2.009377E-003	4.000000E-001	8.037508E-004
1.937709E-003	4.060000E-001	7.867099E-004
1.863912E-003	4.120000E-001	7.679317E-004
1.786987E-003	4.180000E-001	7.469606E-004
1.708515E-003	4.240000E-001	7.244104E-004
1.627107E-003	4.300000E-001	6.996560E-004
1.543646E-003	4.360000E-001	6.730297E-004
1.458180E-003	4.420000E-001	6.445156E-004
1.370147E-003	4.480000E-001	6.138259E-004
1.279932E-003	4.540000E-001	5.810891E-004
1.187881E-003	4.600000E-001	5.464253E-004
1.092877E-003	4.660000E-001	5.092807E-004
9.977747E-004	4.720000E-001	4.709497E-004
8.994225E-004	4.780000E-001	4.299240E-004
7.992979E-004	4.840000E-001	3.868602E-004
6.979811E-004	4.900000E-001	3.420107E-004
5.946271E-004	4.960000E-001	2.949350E-004
4.904541E-004	5.020000E-001	2.462080E-004
3.842700E-004	5.080000E-001	1.952092E-004
2.765470E-004	5.140000E-001	1.421452E-004
1.682214E-004	5.200000E-001	8.747513E-005
5.859344E-005	5.260000E-001	3.082015E-005
-2.367733E-005	5.320000E-001	-1.259634E-005
-1.651369E-004	5.380000E-001	-8.884365E-005
-2.775971E-004	5.440000E-001	-1.510128E-004
-3.913615E-004	5.500000E-001	-2.152488E-004
-5.056644E-004	5.560000E-001	-2.811494E-004
-6.204586E-004	5.620000E-001	-3.486977E-004
-7.359457E-004	5.680000E-001	-4.180172E-004
-8.511854E-004	5.740000E-001	-4.885804E-004
-9.674866E-004	5.800000E-001	-5.611422E-004
-1.086647E-003	5.860000E-001	-6.367751E-004
-1.204661E-003	5.920000E-001	-7.131593E-004
-1.322164E-003	5.980000E-001	-7.906541E-004
-1.440635E-003	6.040000E-001	-8.701435E-004
-1.558325E-003	6.100000E-001	-9.505783E-004
-1.676660E-003	6.160000E-001	-1.032823E-003
-1.795224E-003	6.220000E-001	-1.116629E-003
-1.914490E-003	6.280000E-001	-1.202300E-003
-2.034219E-003	6.340000E-001	-1.289695E-003
-2.153884E-003	6.400000E-001	-1.378486E-003
-2.273913E-003	6.460000E-001	-1.468948E-003
-2.393921E-003	6.520000E-001	-1.560836E-003
-2.514398E-003	6.580000E-001	-1.654474E-003
-2.634789E-003	6.640000E-001	-1.749500E-003
-2.756099E-003	6.700000E-001	-1.846586E-003
-2.878197E-003	6.760000E-001	-1.945661E-003
-3.000692E-003	6.820000E-001	-2.046472E-003
-3.123541E-003	6.880000E-001	-2.148996E-003
-3.246634E-003	6.940000E-001	-2.253164E-003
-3.370525E-003	7.000000E-001	-2.359368E-003
-3.494400E-003	7.060000E-001	-2.467046E-003
-3.619009E-003	7.120000E-001	-2.576734E-003
-3.743835E-003	7.180000E-001	-2.688074E-003
-3.869551E-003	7.240000E-001	-2.801555E-003
-3.995862E-003	7.300000E-001	-2.916979E-003
-4.123462E-003	7.360000E-001	-3.034868E-003
-4.251697E-003	7.420000E-001	-3.154759E-003
-4.381048E-003	7.480000E-001	-3.277024E-003
-4.510740E-003	7.540000E-001	-3.401098E-003
-4.640854E-003	7.600000E-001	-3.527049E-003
-4.772265E-003	7.660000E-001	-3.655555E-003
-4.904266E-003	7.720000E-001	-3.786093E-003
-5.037703E-003	7.780000E-001	-3.919333E-003
-5.172214E-003	7.840000E-001	-4.055016E-003
-5.307921E-003	7.900000E-001	-4.193258E-003
-5.444741E-003	7.960000E-001	-4.334014E-003
-5.582487E-003	8.020000E-001	-4.477155E-003
-5.721182E-003	8.080000E-001	-4.622715E-003
-5.860859E-003	8.140000E-001	-4.770739E-003
-6.002666E-003	8.200000E-001	-4.922186E-003
-6.144921E-003	8.260000E-001	-5.075705E-003
-6.289427E-003	8.320000E-001	-5.232803E-003
-6.434960E-003	8.380000E-001	-5.392496E-003
-6.581972E-003	8.440000E-001	-5.555184E-003
-6.730331E-003	8.500000E-001	-5.720781E-003
-6.879823E-003	8.560000E-001	-5.889128E-003
-7.031186E-003	8.620000E-001	-6.060882E-003
-7.183716E-003	8.680000E-001	-6.235465E-003
-7.338396E-003	8.740000E-001	-6.413758E-003
-7.494601E-003	8.800000E-001	-6.595249E-003
-7.653084E-003	8.860000E-001	-6.780632E-003
-7.813734E-003	8.920000E-001	-6.969851E-003
-7.975625E-003	8.980000E-001	-7.162111E-003
-8.138971E-003	9.040000E-001	-7.357630E-003
-8.304216E-003	9.100000E-001	-7.556837E-003
-8.471338E-003	9.160000E-001	-7.759746E-003
-8.640242E-003	9.220000E-001	-7.966303E-003
-8.811302E-003	9.280000E-001	-8.176888E-003
-8.984414E-003	9.340000E-001	-8.391443E-003
-9.160436E-003	9.400000E-001	-8.610810E-003
-9.337778E-003	9.460000E-001	-8.833538E-003
-9.517992E-003	9.520000E-001	-9.061128E-003
-9.699530E-003	9.580000E-001	-9.292150E-003
-9.883809E-003	9.640000E-001	-9.527992E-003
-1.007030E-002	9.700000E-001	-9.768191E-003
-1.025802E-002	9.760000E-001	-1.001183E-002
-1.044904E-002	9.820000E-001	-1.026096E-002
-1.071638E-002	9.880000E-001	-1.058778E-002
-1.091121E-002	9.940000E-001	-1.084574E-002
